image_id,filepath,borough,road_type,sample_latitude,sample_longitude,latitude,longitude,compass_angle,captured_at,source,scene_description,sky_fraction,greenery_present,greenery_density,building_height_ratio,traffic_intensity,pedestrian_activity,surface_condition,lighting
2567577653535954,images/Kingston_upon_Thames/2567577653535954.jpg,Kingston upon Thames,unknown,51.35108956514064,-0.3054504772637129,51.351651088914,-0.31289019257679,13.042663572739,1499686461379,Mapillary,A road intersection with traffic lights and a white van driving away from the camera. There are trees and a blue sky with clouds in the background.,0.6,True,medium,low,light,none,fair,bright
227868632440032,images/Kingston_upon_Thames/227868632440032.jpg,Kingston upon Thames,unknown,51.401413691113234,-0.2629923563742473,51.403124516731,-0.26111532102954,277.30776977539,1414503548000,Mapillary,"A tree-lined paved path with a grassy verge and a low wall on one side, with a person walking in the distance.",0.1,True,high,low,none,low,good,bright
1101120203722336,images/Kingston_upon_Thames/1101120203722336.jpg,Kingston upon Thames,unknown,51.34838485785573,-0.3283148091218595,51.351438251713,-0.33062305057113,58.69677734375,1545651013361,Mapillary,"A multi-lane highway with cars driving on it, surrounded by trees and greenery on the left side, under a blue sky with some clouds.",0.6,True,low,low,moderate,none,good,normal
220316326204880,images/Kingston_upon_Thames/220316326204880.jpg,Kingston upon Thames,unknown,51.38679236579104,-0.2709593655527894,51.387736456244,-0.27149083664975,44.678802490234,1612180724046,Mapillary,A multi-story red brick building with white trim stands on a street corner. The street has multiple lanes and is divided by a median. There are trees and other buildings in the background. A few pedestrians are walking on the sidewalk. The sky is overcast.,0.5,True,low,medium,moderate,low,fair,dim
160502959355506,images/Kingston_upon_Thames/160502959355506.jpg,Kingston upon Thames,unknown,51.39171106949141,-0.3104732840115005,51.392384726459,-0.31032069533074,213.63946533203,1606489867752,Mapillary,"A street scene with buildings on both sides, a clock tower in the distance, and several cars on the road.",0.5,True,low,medium,moderate,none,fair,normal
959074618258183,images/Kingston_upon_Thames/959074618258183.jpg,Kingston upon Thames,unknown,51.40379290032379,-0.2566115153764509,51.403991435654,-0.25649186532532,173.06860351562,1414503649000,Mapillary,"A blurry view from behind a window showing a sidewalk, a metal fence, trees, and buildings across the street. A white door with a brick wall is on the right side.",0.2,True,medium,low,none,none,fair,bright
491001102324302,images/Kingston_upon_Thames/491001102324302.jpg,Kingston upon Thames,unknown,51.33705235212523,-0.3222227163858271,51.337179560097,-0.32029999116505,195.06346130371,1606491124825,Mapillary,A suburban road with a row of brick houses on one side and a grassy area with trees on the other. A white van and several cars are parked or driving along the road.,0.7,True,low,low,moderate,none,good,dim
289061366138812,images/Kingston_upon_Thames/289061366138812.jpg,Kingston upon Thames,unknown,51.39331574954115,-0.2527769111364147,51.393563333333,-0.25321333333329,359.28149354458,1489859338633,Mapillary,A street scene with a red brick road and a car driving away from the camera. The road is lined with houses and trees on both sides. A bus stop and a trash can are visible on the left side of the road. The sky is cloudy.,0.7,True,low,low,light,low,fair,dim
2548739012094864,images/Kingston_upon_Thames/2548739012094864.jpg,Kingston upon Thames,unknown,51.40729874143344,-0.2564910698964898,51.404744778983,-0.25254673129297,298.7646484375,1414503734000,Mapillary,Blurry image with foliage and greenery in the foreground and background. A building is partially visible but indistinct due to the blurriness.,0.0,True,high,low,none,none,poor,bright
852274959737479,images/Kingston_upon_Thames/852274959737479.jpg,Kingston upon Thames,unknown,51.387580166046696,-0.2959267856767209,51.3871308,-0.29677810000266,165.24712300301,1687276231271,Mapillary,"A suburban street with a sidewalk, a double yellow-lined road, and trees and bushes lining the sidewalk. A multi-story building is visible on the left. The road has a few cars and appears to be well-maintained.",0.5,True,medium,low,light,none,good,normal
2970712733251319,images/Kingston_upon_Thames/2970712733251319.jpg,Kingston upon Thames,unknown,51.39495742440137,-0.2544413780289541,51.394343040931,-0.25515343062602,74.107604943633,1499687136107,Mapillary,"A view from inside a vehicle showing a road tunnel with multiple lanes, brick walls on either side, and a bridge overpass in the background. Several cars are visible in the distance.",0.1,True,low,medium,moderate,none,good,dim
290476959237880,images/Kingston_upon_Thames/290476959237880.jpg,Kingston upon Thames,unknown,51.39038901151486,-0.2514691896428545,51.390328333333,-0.25293666666664,359.28196746111,1489859397564,Mapillary,"A street scene with houses on both sides, a road with cars driving on it, and a cloudy sky above.",0.7,True,medium,low,moderate,none,fair,dim
235942214954413,images/Kingston_upon_Thames/235942214954413.jpg,Kingston upon Thames,unknown,51.3584333218172,-0.3097870915321293,51.359133094447,-0.31077366911063,25.582890245839,1499686706099,Mapillary,"A suburban street scene with a road stretching into the distance, lined with houses on the left and trees on the right. There are several vehicles on the road, including a white van and multiple cars. The sky is blue with many white clouds.",0.6,True,medium,low,moderate,none,good,bright
1129823320846612,images/Kingston_upon_Thames/1129823320846612.jpg,Kingston upon Thames,unknown,51.35215268431667,-0.323414625557944,51.355604612115,-0.323594094163,35.306335449219,1545651036287,Mapillary,"A multi-lane highway with a grassy verge and trees on the left side, and a guardrail on the right side. The road is wet and has white markings. There are several vehicles on the road, including a red car in the distance. The sky is blue with some clouds.",0.3,True,medium,low,moderate,none,good,normal
813321356254306,images/Kingston_upon_Thames/813321356254306.jpg,Kingston upon Thames,unknown,51.357166658165205,-0.3214631046712177,51.357085639961,-0.32214529775828,27.605529785156,1545651042745,Mapillary,"A multi-lane highway with a grassy area and trees on the left side and a guardrail on the right side. There are several vehicles on the road, including a blue van and a white car. The sky is blue with some clouds.",0.6,True,low,low,moderate,none,good,normal
974828386421167,images/Kingston_upon_Thames/974828386421167.jpg,Kingston upon Thames,unknown,51.430261183438304,-0.3061913103072904,51.43102574898,-0.30703056938776,181.15516662598,1607341321793,Mapillary,"A street scene with a road running through the center, lined with buildings on both sides, some of which appear to be shops. There are several cars and vans on the road, and a few pedestrians are visible on the sidewalk. The sky is overcast.",0.6,False,none,medium,moderate,low,good,dim
987310962072885,images/Kingston_upon_Thames/987310962072885.jpg,Kingston upon Thames,unknown,51.39391554525381,-0.2711295002906394,51.397247949699,-0.27786856703407,291.90454101562,1612186146169,Mapillary,"A residential street with parked cars on both sides, lined with brick houses and trees, with a leafless tree on the left and hedges on the right.",0.6,True,low,low,light,none,fair,dim
284746633375206,images/Kingston_upon_Thames/284746633375206.jpg,Kingston upon Thames,unknown,51.36842820509488,-0.3157214675159416,51.368728444565,-0.31861157282609,5.7935485839844,1545651099764,Mapillary,"A multi-lane highway with a bridge in the distance, surrounded by trees and streetlights, with a blue sky above.",0.4,True,medium,low,moderate,none,good,normal
809825123282558,images/Kingston_upon_Thames/809825123282558.jpg,Kingston upon Thames,unknown,51.4022920007944,-0.2795104583530808,51.397877692754,-0.28259274357488,266.02984619141,1612186184052,Mapillary,"A suburban street with two lanes of traffic, lined with residential buildings and trees, with vehicles traveling in both directions.",0.6,True,low,low,moderate,none,good,dim
312216293620967,images/Kingston_upon_Thames/312216293620967.jpg,Kingston upon Thames,unknown,51.41243316416679,-0.2532040711797065,51.416150174074,-0.25050173497942,183.72409057617,1612190446071,Mapillary,"A road with a bridge overhead, a fenced area on the left, and trees in the background under a grey sky.",0.5,True,low,low,light,none,good,dim
222576129632547,images/Kingston_upon_Thames/222576129632547.jpg,Kingston upon Thames,unknown,51.35603112161622,-0.3017310152520919,51.361324357036,-0.30912528348968,199.6388092041,1606490740746,Mapillary,"A suburban street with two-lane roads and sidewalks, lined with brick and white houses, trees, and greenery. A black car is in front, followed by a yellow car and other vehicles. Traffic lights are visible.",0.7,True,low,low,moderate,none,good,dim
1039915787753328,images/Kingston_upon_Thames/1039915787753328.jpg,Kingston upon Thames,unknown,51.43095532145304,-0.3113435116709758,51.4286239,-0.3137995,298.76,1625992488000,Mapillary,A paved path runs along a grassy area with trees and a body of water on one side under a cloudy sky. A cyclist and a person walking are visible on the path.,0.7,True,medium,low,none,low,good,normal
455196887419834,images/Croydon/455196887419834.jpg,Croydon,unknown,51.32042087633322,-0.1181506256440294,51.3282231,-0.1257803,305.772,1719763209000,Mapillary,"The image depicts a blurry view of dense greenery and trees along a street or road, with a blue sky and white clouds in the background.",0.3,True,high,low,none,none,poor,normal
627622268279219,images/Croydon/627622268279219.jpg,Croydon,unknown,51.322620194036894,-0.0691745736373217,51.328145900002,-0.073978099997269,0.0,1639320814429,Mapillary,A chain link fence in the foreground partially obscures a view of a brick building with a dark roof and white trim. The building appears to be a school or community center with a sign on the front. A paved area with a sidewalk and a small tree is visible.,0.2,True,low,medium,none,none,fair,dim
442793327453429,images/Croydon/442793327453429.jpg,Croydon,unknown,51.374241216438826,-0.117829332437389,51.3789622,-0.11038669999751,0.0,1657635924281,Mapillary,"A street scene showing a Kwik-Fit store with a gas station on the right, a dark grey car in the foreground, and a cloudy sky above.",0.7,True,low,low,light,none,fair,dim
487765235762620,images/Croydon/487765235762620.jpg,Croydon,unknown,51.41694081424768,-0.0869560678994517,51.424694199972,-0.0814984,148.99543943004,1566243283000,Mapillary,"A suburban street with trees and houses on both sides, a sidewalk on the left, and parked cars on the right.",0.7,True,medium,low,light,none,good,bright
1205587026908723,images/Croydon/1205587026908723.jpg,Croydon,unknown,51.37396656908308,-0.1126061752904079,51.377904600002,-0.1087045,0.0,1657635939174,Mapillary,"A street scene with a metal fence separating two roads, a row of industrial buildings and warehouses in the background, and trees on the right side under a cloudy sky.",0.6,True,low,low,none,none,fair,dim
273953384479770,images/Croydon/273953384479770.jpg,Croydon,unknown,51.29466601702519,-0.111108036344343,51.295604694444,-0.11026472222222,0.0,1408386109062,Mapillary,a close-up view of a red postbox with a white sign displaying collection times for Royal Mail,0.0,True,none,low,none,none,fair,normal
445808633794455,images/Croydon/445808633794455.jpg,Croydon,unknown,51.361799575641975,-0.0833948487441016,51.360555555556,-0.085065299999059,0.0,1657636514157,Mapillary,"A street scene with a road curving to the left, lined with trees and bushes on the right side, and a sidewalk with a sign reading 'CROHAM MANOR ROAD'. The road has several cars parked along it and a crosswalk with white markings.",0.1,True,high,low,light,none,good,normal
1247435246240454,images/Croydon/1247435246240454.jpg,Croydon,unknown,51.40583334850608,-0.1181214762866203,51.4085571,-0.1153109,217.974,1719763747000,Mapillary,The image shows a blurry view of trees and greenery with patches of sky visible through the leaves. The scene appears to be a natural or park-like setting with dense foliage. No street or urban features are clearly visible.,0.1,True,high,low,none,none,poor,bright
